SSID,BSSID,Channel,PWR,Distance,Auth,WPS,Manufacturer,Uptime,Beacons,Timestamp
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000831435750000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f702490fa...,2026-04-10T03:54:30.447089
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000ef608b550000000000028009a000b800000080000000ffffffffffff58be727f702458be727f7024c0fa...,2026-04-10T03:54:30.767252
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000faf08c550000000000028009a000ba00000080000000ffffffffffff58be727f702458be727f7024d0fa...,2026-04-10T03:54:30.867815
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-80,100.0,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 41m,00001a002f480000a3ad91550000000000028509a000b000000080000000fffffffffffff4fc493bc3c8f4fc493bc3c8b05f...,2026-04-10T03:54:31.169992
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 27m,00001a002f4800003484983d0000000000028509a000ba00000080000000ffffffffffff58be727f702458be727f702410fb...,2026-04-10T03:54:31.277872
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000f65096550000000000028509a000b800000080000000ffffffffffff58be727f702458be727f702430fb...,2026-04-10T03:54:31.486562
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000e2069c550000000000028a09a000b400000080000000ffffffffffff484c29a6b588484c29a6b58890a5...,2026-04-10T03:54:31.858101
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 27m,00001a002f48000002cb88550000000000028f09a000ba00000080000000ffffffffffff58be727f702458be727f702490fb...,2026-04-10T03:54:32.085863
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000dab6a0550000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588c0a5...,2026-04-10T03:54:32.165767
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000f3ea8b550000000000028f09a000b800000080000000ffffffffffff58be727f702458be727f7024b0fb...,2026-04-10T03:54:32.302408
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000096d7a3550000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588e0a5...,2026-04-10T03:54:32.359638
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000057b8d550000000000028f09a000b200000080000000ffffffffffff58be727f702458be727f7024c0fb...,2026-04-10T03:54:32.393479
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 45m,00001a002f4800003b56a9550000000000029409a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5c908b...,2026-04-10T03:54:32.717890
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 27m,00001a002f4800008ea532650000000000029409a000b800000080000000ffffffffffff484c29a6b588484c29a6b58820a6...,2026-04-10T03:54:32.767242
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000e5c094550000000000029409a000b600000080000000ffffffffffff484c29a6b588484c29a6b58830a6...,2026-04-10T03:54:32.878296
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000bb8e95550000000000029409a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5cb08b...,2026-04-10T03:54:32.925530
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000023c335650000000000029409a000b800000080000000ffffffffffff484c29a6b588484c29a6b58840a6...,2026-04-10T03:54:32.974265
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f48000093ea98550000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c48067...,2026-04-10T03:54:33.152158
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 27m,00001a002f4800005d071c820000000000029909a000b800000080000000ffffffffffff484c29a6b588484c29a6b58860a6...,2026-04-10T03:54:33.181598
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000004919c550000000000029909a000b400000080000000ffffffffffff484c29a6b588484c29a6b58880a6...,2026-04-10T03:54:33.394493
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000a6ee9e550000000000029909a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c108c...,2026-04-10T03:54:33.542662
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000031233f650000000000029e09a000b200000080000000ffffffffffff484c29a6b588484c29a6b588a0a6...,2026-04-10T03:54:33.591550
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f48000029bea0550000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4d067...,2026-04-10T03:54:33.685779
AASR,48:4c:29:a6:b5:88,9,-80,100.0,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000062d723820000000000029e09a000b000000080000000ffffffffffff484c29a6b588484c29a6b588b0a6...,2026-04-10T03:54:33.691377
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000ead0a2550000000000029e09a000b200000080000000ffffffffffff484c29a6b588484c29a6b588c0a6...,2026-04-10T03:54:33.790347
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000b29ea3550000000000029e09a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5c508c...,2026-04-10T03:54:33.842935
OMAR,58:be:72:3f:05:64,11,-82,125.89,WPA,N/A,Unknown,4d 3h 33m,00001a002f4800002b6044650000000000029e09a000ae00000080000000ffffffffffff58be723f056458be723f05643018...,2026-04-10T03:54:33.943071
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000aa215e730000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5c608c...,2026-04-10T03:54:33.957627
Hidden,58:be:72:7e:a0:c4,11,-66,19.95,WPA2,N/A,Unknown,5d 5h 52m,00001a002f480000d41c4b65000000000002a309a000be00000080000000ffffffffffff58be727ea0c458be727ea0c44068...,2026-04-10T03:54:34.382434
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000a21d3b820000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c309f...,2026-04-10T03:54:35.233326
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000133c7e750000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c20e8...,2026-04-10T03:54:35.260118
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 3m,00001a002f480000a77089c70000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e05039...,2026-04-10T03:54:35.273165
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000b395beeb0000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c409f...,2026-04-10T03:54:35.317466
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f48000012cc7f750000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c30e8...,2026-04-10T03:54:35.342099
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000cc508cc70000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c40e8...,2026-04-10T03:54:35.458184
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 3m,00001a002f480000a7908cc70000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e07039...,2026-04-10T03:54:35.486094
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000b4b5c1eb0000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c609f...,2026-04-10T03:54:35.538906
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f48000010ec82750000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c50e8...,2026-04-10T03:54:35.552352
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 3m,00001a002f480000a5208ec70000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e08039...,2026-04-10T03:54:35.571707
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000bd45c3eb0000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c709f...,2026-04-10T03:54:35.645989
WE_EDF20C,20:e8:82:ed:f2:0c,1,-62,12.59,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f4800000f7c84750000000000027109a000c200000080000000ffffffffffff20e882edf20c20e882edf20c60e8...,2026-04-10T03:54:35.663048
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000ca0091c70000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c70e8...,2026-04-10T03:54:35.765052
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000ac2592c70000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c909f...,2026-04-10T03:54:35.846673
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f4800000c2c89750000000000027109a000c600000080000000ffffffffffff20e882edf20c20e882edf20c90e8...,2026-04-10T03:54:35.968264
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000b54595c70000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503cb09f...,2026-04-10T03:54:36.052892
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f4800000cbc8a750000000000027109a000c600000080000000ffffffffffff20e882edf20c20e882edf20ca0e8...,2026-04-10T03:54:36.064121
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000a4d596c70000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503cc09f...,2026-04-10T03:54:36.139352
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f4800000adc8d750000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cc0e8...,2026-04-10T03:54:36.272189
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000a5f599c70000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503ce09f...,2026-04-10T03:54:36.341575
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000086c8f750000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cd0e8...,2026-04-10T03:54:36.366858
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000a9159dc70000000000027b09a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c00a0...,2026-04-10T03:54:36.564160
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f4800009dd492750000000000027b09a000b800000080000000ffffffffffff58be727f702458be727f702450fe...,2026-04-10T03:54:36.594935
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 20m,00001a002f4800003a4de5550000000000027b09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c10a0...,2026-04-10T03:54:36.652988
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000b1f495750000000000027b09a000b600000080000000ffffffffffff58be727f702458be727f702470fe...,2026-04-10T03:54:36.807607
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000416de8550000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503c30a0...,2026-04-10T03:54:36.853586
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000948497750000000000027b09a000b200000080000000ffffffffffff58be727f702458be727f702480fe...,2026-04-10T03:54:36.897526
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f48000026b1ea550000000000027b09a000b800000080000000ffffffffffff58be727f702458be727f702490fe...,2026-04-10T03:54:37.008753
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f4800000441ec550000000000028009a000b600000080000000ffffffffffff58be727f702458be727f7024a0fe...,2026-04-10T03:54:37.114427
Hidden,58:be:72:7f:70:24,6,-68,25.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000f4d0ed550000000000028009a000bc00000080000000ffffffffffff58be727f702458be727f7024b0fe...,2026-04-10T03:54:37.217255
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000ee60ef550000000000028009a000b600000080000000ffffffffffff58be727f702458be727f7024c0fe...,2026-04-10T03:54:37.319438
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000e2f0f0550000000000028009a000ba00000080000000ffffffffffff58be727f702458be727f7024d0fe...,2026-04-10T03:54:37.410119
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000fc80f2550000000000028009a000b400000080000000ffffffffffff58be727f702458be727f7024e0fe...,2026-04-10T03:54:37.526300
Vodafone_VDSL,f4:fc:49:3b:c3:c8,6,-82,125.89,WPA2,V1.0 (PBC/PIN),Unknown,1d 9h 41m,00001a002f480000503df7550000000000028509a000ae00000080000000fffffffffffff4fc493bc3c8f4fc493bc3c8c063...,2026-04-10T03:54:37.842839
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f4800006a34013e0000000000028a09a000b600000080000000ffffffffffff58be727f702458be727f702440ff...,2026-04-10T03:54:38.137133
Hidden,58:be:72:7f:70:24,6,-70,31.62,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000eb70fd550000000000028a09a000ba00000080000000ffffffffffff58be727f702458be727f702450ff...,2026-04-10T03:54:38.239844
AASR,48:4c:29:a6:b5:88,9,-80,100.0,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000d876fe550000000000028a09a000b000000080000000ffffffffffff484c29a6b588484c29a6b58880a9...,2026-04-10T03:54:38.310485
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000ffb0ea550000000000028a09a000b200000080000000ffffffffffff484c29a6b588484c29a6b588a0a9...,2026-04-10T03:54:38.507353
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f4800002161ef550000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588d0a9...,2026-04-10T03:54:38.811569
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000227bf1550000000000028f09a000b200000080000000ffffffffffff58be727f702458be727f7024c0ff...,2026-04-10T03:54:38.951639
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000d56609560000000000028f09a000b400000080000000ffffffffffff484c29a6b588484c29a6b588f0a9...,2026-04-10T03:54:39.027768
Hidden,58:be:72:7f:70:24,6,-74,50.12,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000ff0af3550000000000028f09a000b600000080000000ffffffffffff58be727f702458be727f7024d0ff...,2026-04-10T03:54:39.052424
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000edf60a560000000000028f09a000b600000080000000ffffffffffff484c29a6b588484c29a6b58800aa...,2026-04-10T03:54:39.122821
Hidden,58:be:72:7f:70:24,6,-78,79.43,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000349bf4550000000000028f09a000b200000080000000ffffffffffff58be727f702458be727f7024e0ff...,2026-04-10T03:54:39.157642
AASR,48:4c:29:a6:b5:88,9,-72,39.81,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000000870c560000000000029409a000b800000080000000ffffffffffff484c29a6b588484c29a6b58810aa...,2026-04-10T03:54:39.238933
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 45m,00001a002f4800000d70f6550000000000029409a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5cb08f...,2026-04-10T03:54:39.273663
AASR,48:4c:29:a6:b5:88,9,-70,31.62,WPA,N/A,Unknown,6d 17h 27m,00001a002f480000663398650000000000029409a000ba00000080000000ffffffffffff484c29a6b588484c29a6b58830aa...,2026-04-10T03:54:39.422578
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000e78ff9550000000000029409a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5cd08f...,2026-04-10T03:54:39.476724
AASR,48:4c:29:a6:b5:88,9,-76,63.1,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000058539b650000000000029409a000b400000080000000ffffffffffff484c29a6b588484c29a6b58850aa...,2026-04-10T03:54:39.627587
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f480000ecedfc550000000000029909a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4806b...,2026-04-10T03:54:39.697975
AASR,48:4c:29:a6:b5:88,9,-74,50.12,WPA,N/A,Unknown,6d 17h 27m,00001a002f4800005293a1650000000000029909a000b600000080000000ffffffffffff484c29a6b588484c29a6b58890aa...,2026-04-10T03:54:40.043057
Nora,58:be:72:7f:6c:5c,11,-74,50.12,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000f0ee02560000000000029909a000b600000080000000ffffffffffff58be727f6c5c58be727f6c5c6090...,2026-04-10T03:54:40.089768
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f480000f02ca4650000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4d06b...,2026-04-10T03:54:40.208023
AASR,48:4c:29:a6:b5:88,9,-78,79.43,WPA,N/A,Unknown,6d 17h 27m,00001a002f48000042b3a4650000000000029e09a000b200000080000000ffffffffffff484c29a6b588484c29a6b588b0aa...,2026-04-10T03:54:40.240912
Nora,58:be:72:7f:6c:5c,11,-72,39.81,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000b40f06560000000000029e09a000b800000080000000ffffffffffff58be727f6c5c58be727f6c5cb090...,2026-04-10T03:54:40.294554
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f480000da4ea7650000000000029e09a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4f06b...,2026-04-10T03:54:40.419685
Hidden,58:be:72:7e:a0:c4,11,-72,39.81,WPA2,N/A,Unknown,5d 5h 52m,00001a002f48000001098c820000000000029e09a000b800000080000000ffffffffffff58be727ea0c458be727ea0c4006c...,2026-04-10T03:54:40.517226
Hidden,58:be:72:7e:a0:c4,11,-70,31.62,WPA2,N/A,Unknown,5d 5h 52m,00001a002f4800006b298f82000000000002a309a000ba00000080000000ffffffffffff58be727ea0c458be727ea0c4206c...,2026-04-10T03:54:40.723739
Nora,58:be:72:7f:6c:5c,11,-76,63.1,WPA,N/A,Unknown,6d 12h 45m,00001a002f48000069069282000000000002a309a000b400000080000000ffffffffffff58be727f6c5c58be727f6c5c1091...,2026-04-10T03:54:40.909966
Nora,58:be:72:7f:6c:5c,11,-78,79.43,WPA,N/A,Unknown,6d 12h 45m,00001a002f480000ff48b865000000000002a809a000b200000080000000ffffffffffff58be727f6c5c58be727f6c5c7091...,2026-04-10T03:54:41.526368
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000a4d4ba650000000000026c09a000c600000080000000ffffffffffff20e882edf20c20e882edf20c30ec...,2026-04-10T03:54:41.691608
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000e855eec70000000000026c09a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c40a3...,2026-04-10T03:54:41.870292
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000f0f0e4750000000000026c09a000b800000080000000ffffffffffff609bb42b503c609bb42b503c50a3...,2026-04-10T03:54:41.978930
WE_EDF20C,20:e8:82:ed:f2:0c,1,-60,10.0,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000d55be5750000000000026c09a000c400000080000000ffffffffffff20e882edf20c20e882edf20c60ec...,2026-04-10T03:54:42.002635
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-78,79.43,WPA,N/A,Unknown,0d 7h 3m,00001a002f480000b290f0c70000000000026c09a000b200000080000000ffffffffffff2479ef2a26e02479ef2a26e0703d...,2026-04-10T03:54:42.025009
WE_EDF20C,20:e8:82:ed:f2:0c,1,-58,7.94,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000cf2026ec0000000000027109a000c600000080000000ffffffffffff20e882edf20c20e882edf20c70ec...,2026-04-10T03:54:42.106421
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000ee05f3c70000000000027109a000ba00000080000000ffffffffffff609bb42b503c609bb42b503c70a3...,2026-04-10T03:54:42.184520
IL-410TD-A_A26DF,24:79:ef:2a:26:e0,1,-76,63.1,WPA,N/A,Unknown,0d 7h 3m,00001a002f480000babbe8750000000000027109a000b400000080000000ffffffffffff2479ef2a26e02479ef2a26e0903d...,2026-04-10T03:54:42.230256
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000f6d528ec0000000000027109a000bc00000080000000ffffffffffff609bb42b503c609bb42b503c80a3...,2026-04-10T03:54:42.288050
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000d20bea750000000000027109a000c000000080000000ffffffffffff20e882edf20c20e882edf20c90ec...,2026-04-10T03:54:42.310096
Hidden,60:9b:b4:2b:50:3c,2,-72,39.81,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000dc25f6c70000000000027109a000b800000080000000ffffffffffff609bb42b503c609bb42b503c90a3...,2026-04-10T03:54:42.400553
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000d0bbee750000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cc0ec...,2026-04-10T03:54:42.624503
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000eed5fac70000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503cc0a3...,2026-04-10T03:54:42.694177
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000ce802fec0000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cd0ec...,2026-04-10T03:54:42.717371
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000cbd0fcc70000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20ce0ec...,2026-04-10T03:54:42.818133
Hidden,60:9b:b4:2b:50:3c,2,-68,25.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000e4f5fdc70000000000027609a000bc00000080000000ffffffffffff609bb42b503c609bb42b503ce0a3...,2026-04-10T03:54:42.895939
WE_EDF20C,20:e8:82:ed:f2:0c,1,-64,15.85,WPA2,V1.0 (PBC/PIN),Unknown,0d 2h 7m,00001a002f480000cd6bf3750000000000027609a000c000000080000000ffffffffffff20e882edf20c20e882edf20cf0ec...,2026-04-10T03:54:42.920698
Hidden,60:9b:b4:2b:50:3c,2,-70,31.62,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000e485ffc70000000000027609a000ba00000080000000ffffffffffff609bb42b503c609bb42b503cf0a3...,2026-04-10T03:54:42.998796
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000e720f6750000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503c00a4...,2026-04-10T03:54:43.100005
Hidden,58:be:72:7f:70:24,6,-76,63.1,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000acd4f6750000000000027b09a000b400000080000000ffffffffffff58be727f702458be727f70245002...,2026-04-10T03:54:43.156630
Hidden,60:9b:b4:2b:50:3c,2,-76,63.1,WPA2,N/A,Unknown,1d 12h 20m,00001a002f4800003e4d49560000000000027b09a000b400000080000000ffffffffffff609bb42b503c609bb42b503c10a4...,2026-04-10T03:54:43.218869
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000e940f9750000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503c20a4...,2026-04-10T03:54:43.308854
Hidden,58:be:72:7f:70:24,6,-72,39.81,WPA2,N/A,Unknown,6d 17h 27m,00001a002f480000c2f4f9750000000000027b09a000b800000080000000ffffffffffff58be727f702458be727f70247002...,2026-04-10T03:54:43.351425
Hidden,60:9b:b4:2b:50:3c,2,-74,50.12,WPA2,N/A,Unknown,1d 12h 20m,00001a002f480000286d4c560000000000027b09a000b600000080000000ffffffffffff609bb42b503c609bb42b503c30a4...,2026-04-10T03:54:43.418930
